COD_COMUNA,COD_ZonLoc,Clave,Nombre,Tipo,COD_REGION,REGION,COD_PROVIN,PROVINCIA,NOMBRE_COM,PobTotH,PobTotM,Pob_0_5,Pob_6_10,Pob_11_15,Pob_16_20,Pob_21_25,Pob_26_30,Pob_31_35,Pob_36_40,Pob_41_45,Pob_46_50,Pob_51_55,Pob_56_60,Pob_61_65,Pob_66_70,Pob_71_75,Pob_76_80,Pob_81_85,Pob_86_90,Pob_mayor_,Emig_10_17,Emig_00_09,Emig_90_99,Emig_ant90,AsisEdu_SI,AsisEdu_NO,AsisEdu_Nu,Curso_0,Curso_1,Curso_2,Curso_3,Curso_4,Curso_5,Curso_6,Curso_7,Curso_8,PobIndigen,ind_Mapuch,ind_Aymara,ind_RapaNu,ind_LicanA,ind_Quechu,ind_Colla,ind_Diagui,ind_Kawesq,ind_Yagan_,ind_Otros,indG_Mapuc,indG_Aymar,indG_RapaN,indG_Lican,indG_Quech,indG_Colla,indG_Diagu,indG_Kawes,indG_Yagan,indG_Otros,ind_o_Lafq,ind_o_Pehu,ind_o_Huil,ind_o_Picu,ind_o_Chan,ind_o_Chon,ind_o_Ona,ind_o_Tehu,ind_o_AL,ind_o_Mund,ind_o_Afro,ind_o_Otro,ind_o_NoDe,Trabajo_1,Trabajo_2,Trabajo_3,Trabajo_4,Trabajo_5,Trabajo_6,Trabajo_7,Trabajo_8
9202,9202132029,9202132029,ÑANCO,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,COLLIPULLI,11979,12460,2078,1985,1888,1633,1649,1788,1618,1490,1623,1607,1685,1452,1170,934,717,525,326,168,103,29,12,21,14,7191,15135,1639,1646,1774,2613,2226,6538,1761,1645,1007,2911,6497,6317,8,0,2,3,2,6,1,5,153,6324,8,0,2,3,2,6,1,5,146,3,1,3,0,0,0,1,0,0,2,0,0,143,8417,329,399,858,1482,3550,2437,1005
9203,9203102901,9203102901,ZAPADORES,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,CURACAUTÍN,8308,8946,1338,1174,1188,1125,1073,1065,1015,1000,1122,1193,1288,1056,1034,843,685,469,302,196,88,75,59,60,63,4622,11287,943,1057,1343,1853,1699,4711,1411,1169,591,1956,2403,2245,13,1,0,1,2,5,1,0,135,2299,13,1,0,1,2,5,1,0,81,0,46,8,0,1,0,3,0,0,1,0,0,76,5970,321,247,528,1088,2674,2101,558
9204,9204052028,9204052028,TRICAUCO,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,ERCILLA,3804,3902,706,623,577,532,551,468,488,454,514,513,478,417,384,325,256,183,132,71,34,3,4,3,7,2244,4603,603,509,511,751,711,1893,509,627,334,798,4038,3946,8,0,0,0,0,5,1,0,78,3948,8,0,0,0,0,5,1,0,76,0,1,1,0,0,0,0,0,0,0,0,0,76,2585,75,74,252,447,1095,960,256
9205,9205082029,9205082029,TUCAPEL,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,LONQUIMAY,5223,4803,896,749,705,811,670,652,646,656,705,670,651,568,484,371,292,235,144,79,42,20,31,28,25,2473,6311,849,637,647,1040,917,2230,703,742,453,1372,5514,5335,9,0,2,0,2,0,0,0,166,5449,9,0,2,0,2,0,0,0,52,0,112,2,0,0,0,0,0,0,0,1,0,51,2989,471,137,321,409,2076,832,307
9206,9206092901,9206092901,TRINTRE,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,LOS SAUCES,3569,3640,515,489,516,489,448,475,457,412,494,483,524,466,390,323,277,206,132,76,37,5,1,0,3,1989,4368,562,379,466,725,658,1808,493,567,236,907,2090,2046,4,0,0,0,1,0,1,0,38,2046,4,0,0,0,1,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,38,2451,181,98,191,405,1157,789,294
9207,9207102901,9207102901,ÑANCOPULLI,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,LUMACO,4918,4617,790,731,706,534,595,550,618,567,659,725,704,571,480,401,359,245,173,83,44,1,1,1,3,2443,5823,1018,485,634,884,908,2185,679,877,364,1130,4345,4285,1,0,0,1,1,0,4,1,52,4287,1,0,0,1,1,0,4,1,50,0,0,2,0,0,0,0,0,1,0,0,0,49,2733,291,132,334,434,1988,1024,290
9208,9208062901,9208062901,VILUCO,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,PURÉN,5672,6098,986,893,824,682,710,755,723,696,745,877,828,760,645,502,418,300,227,123,76,11,3,1,3,3170,7691,730,804,844,1231,1265,2937,921,1068,456,1297,3298,3192,8,1,1,1,0,11,0,1,83,3196,8,1,1,1,0,11,0,1,79,0,0,4,0,0,1,0,0,0,1,0,0,77,3731,237,171,384,675,2087,1402,420
9209,9209042901,9209042901,VENECIA,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,RENAICO,4937,5270,860,758,695,690,736,764,687,586,724,678,722,621,515,419,312,210,131,71,28,34,11,4,3,2892,6427,540,732,689,1046,999,2892,694,754,346,1129,1246,1189,4,6,0,0,5,1,4,0,37,1192,4,6,0,0,5,1,4,0,34,0,3,0,0,0,0,0,0,0,0,0,0,34,3731,94,154,341,639,1477,1060,317
9210,9210142047,9210142047,TRIGAL,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,TRAIGUÉN,8976,9774,1475,1320,1376,1418,1110,1142,1121,1091,1102,1232,1421,1198,1026,798,710,525,360,219,106,39,13,4,5,5368,11656,1199,1230,1272,1969,1852,5056,1434,1499,656,1883,5641,5510,0,2,0,0,0,3,0,1,125,5514,0,2,0,0,0,3,0,1,121,0,2,2,0,0,0,0,0,0,0,0,0,121,6250,319,282,594,1304,2530,2279,926
9211,9211192901,9211192901,VILLA CAUTÍN,Zona,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,VICTORIA,14967,16166,2549,2069,2060,2286,2255,2168,1911,1828,2037,2188,2283,1903,1658,1267,1065,699,477,282,148,74,24,37,26,8650,20031,1671,1956,2281,3421,3189,8656,2446,2161,1036,3244,8895,8731,14,3,3,2,0,3,4,0,135,8747,14,3,3,2,0,3,4,0,119,0,3,13,0,1,0,0,0,4,0,1,0,113,11082,405,537,1087,2361,4244,3316,1181
10101,10101181004,10101181004,YERBAS BUENAS,Zona,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,PUERTO MONTT,113318,116854,19011,17487,16792,18097,19366,19609,17488,16690,16893,15936,14648,11335,8520,6387,4781,3316,2029,1184,603,1491,745,602,555,75043,141219,9003,15648,17793,27732,24052,66300,21929,13110,7116,20589,48724,44380,295,69,14,80,25,123,111,31,3596,46644,295,69,14,80,25,123,111,31,1332,5,15,2240,4,4,24,20,8,36,53,22,3,1162,100158,1960,4485,7110,20770,20176,14717,7352
10102,10102202025,10102202025,YALE,Zona,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,CALBUCO,17044,16848,2587,2549,2568,2218,2483,2476,2166,2055,2430,2577,2377,1892,1436,1298,1038,778,465,338,161,74,51,64,95,8986,22204,1739,1910,2459,3419,3439,8580,2259,2856,1257,4767,10132,9276,26,15,4,8,3,13,8,8,771,9741,26,15,4,8,3,13,8,8,306,0,1,464,0,2,1,3,0,11,0,0,0,289,12463,674,682,1037,2082,4955,3077,967
10103,10103052015,10103052015,YATES,Localidad,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,2192,1827,231,239,236,168,224,299,247,268,298,333,340,279,253,196,152,107,80,47,22,34,12,14,29,752,2971,201,167,241,429,335,977,341,407,157,598,625,573,5,5,0,1,0,0,0,3,38,584,5,5,0,1,0,0,0,3,27,0,0,11,0,0,0,0,1,1,1,1,0,23,1387,238,97,100,109,857,377,111
10104,10104062901,10104062901,TROMPETILLA,Zona,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,FRESIA,6178,6080,851,807,824,821,801,755,680,714,891,927,950,819,736,537,438,315,209,131,52,22,4,11,15,3212,8109,669,656,936,1273,1220,3179,916,1082,540,1442,2868,2715,4,4,0,0,1,7,1,0,136,2791,4,4,0,0,1,7,1,0,60,0,0,76,0,0,0,0,0,1,0,0,0,59,4631,235,217,252,731,1882,1295,443
10105,10105042027,10105042027,VILLA ALEGRE,Zona,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,FRUTILLAR,9058,9294,1430,1386,1230,1204,1300,1388,1216,1206,1310,1268,1383,1130,882,712,506,391,231,115,64,69,46,33,45,5232,11836,889,1170,1391,2069,1742,4941,1507,1220,705,2154,4628,4366,16,4,0,2,2,12,10,3,213,4462,16,4,0,2,2,12,10,3,117,0,1,95,0,0,0,0,0,2,2,4,0,109,7590,201,342,479,1236,2285,1496,583
10106,10106082046,10106082046,YERBAS BUENAS,Zona,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,LOS MUERMOS,8580,8310,1278,1181,1134,1105,1035,1133,983,1015,1205,1297,1265,1059,857,795,594,444,274,157,79,23,7,13,25,4329,11277,1009,896,1264,1698,1586,3864,1261,1499,697,2682,2725,2524,4,4,1,0,0,3,0,0,189,2602,4,4,1,0,0,3,0,0,111,0,0,78,0,1,1,3,0,1,0,1,0,104,6438,553,258,270,997,2694,1599,527
10107,10107042015,10107042015,TOTORAL,Zona,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,LLANQUIHUE,8564,8909,1347,1221,1235,1321,1271,1229,1097,1085,1271,1284,1297,1051,873,642,522,371,196,108,52,35,28,23,35,4964,11258,758,1068,1316,1935,1679,5108,1415,1110,578,1891,5272,4909,16,9,3,3,0,6,4,5,317,5100,16,9,3,3,0,6,4,5,126,1,1,187,2,0,0,3,1,0,3,1,0,118,7130,159,331,581,1196,2158,1503,499
10108,10108072028,10108072028,TRES CUMBRES,Zona,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,MAULLÍN,7228,6983,925,902,943,808,853,917,752,753,1037,1156,1180,972,814,723,568,426,284,138,60,10,9,10,27,3383,9910,608,751,916,1425,1354,3865,1058,1354,494,1991,3083,2915,9,0,2,2,0,4,2,0,149,2992,9,0,2,2,0,4,2,0,72,0,1,76,0,0,0,0,0,1,1,0,0,70,5298,378,281,334,733,2281,1632,461
10109,10109092036,10109092036,VALLE ESPERANZA,Zona,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,PUERTO VARAS,21837,22658,4052,3301,3059,2993,2726,3499,3543,3477,3530,3111,2875,2461,1837,1424,1059,715,471,238,124,531,221,139,192,13150,28681,1663,3418,3042,5296,4334,11352,5545,3156,1530,3590,8254,7632,41,7,17,11,3,25,9,6,503,7908,41,7,17,11,3,25,9,6,227,2,4,270,0,0,1,4,4,7,4,4,0,203,20680,462,984,1125,2909,3768,2896,1170
10201,10201102032,10201102032,YUTUY,Zona,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,CASTRO,19589,20319,3155,2856,2950,2610,2555,3122,3080,3116,3026,2913,2722,2045,1627,1284,1074,812,489,279,193,302,130,111,108,10715,26859,1435,2567,2480,4092,3900,11737,3691,2946,1306,4344,11305,6510,68,12,3,24,7,16,19,3,4643,10784,68,12,3,24,7,16,19,3,369,1,5,4267,1,2,14,10,1,7,8,11,0,316,17478,551,786,1174,2381,4065,3075,1379
10202,10202112089,10202112089,YUSTE,Zona,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,ANCUD,17662,18529,2584,2447,2648,2305,2102,2598,2314,2372,2572,2693,2728,2307,1815,1551,1233,912,522,325,163,214,81,35,71,9676,24103,1361,2157,2450,3602,3625,9863,3024,2878,1211,4344,10015,5506,26,4,4,6,3,13,7,2,4444,9531,26,4,4,6,3,13,7,2,419,5,3,4016,1,0,11,4,4,6,0,2,0,392,14496,584,653,1097,2332,4175,3648,1211
10203,10203092045,10203092045,VILUPULLI,Zona,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,CHONCHI,7408,7368,1068,971,1187,1101,910,1060,1120,1068,1135,1110,1027,813,629,510,403,312,190,115,47,53,32,24,24,3965,9762,643,762,1047,1461,1426,3688,1105,1319,624,2114,5744,2438,14,0,2,2,5,7,1,0,3275,5495,14,0,2,2,5,7,1,0,218,1,0,3055,1,0,4,1,0,0,2,0,0,211,5930,356,268,327,1015,2012,1131,505
10204,10204032015,10204032015,TOLQUÉN,Zona,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,CURACO DE VÉLEZ,1850,1973,238,302,317,281,215,231,237,292,260,287,245,186,169,164,136,100,75,58,30,9,10,2,6,1043,2605,110,223,255,391,414,945,305,376,168,557,1191,613,5,1,0,0,0,7,0,0,565,1156,5,1,0,0,0,7,0,0,22,0,0,543,0,0,0,0,0,0,1,1,0,20,1335,88,46,110,277,554,464,109
10205,10205062029,10205062029,ÑIUCHO,Zona,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,DALCAHUE,6876,6806,1046,1062,1032,899,972,1033,972,967,1018,1034,959,703,513,453,353,289,199,117,61,47,16,25,35,3685,9263,536,843,879,1380,1309,3649,902,1322,558,2053,3876,2743,16,4,1,6,0,5,1,2,1098,3693,16,4,1,6,0,5,1,2,148,0,0,949,1,0,2,2,1,4,0,0,0,139,5290,302,282,354,789,1921,1059,499
10206,10206042003,10206042003,SAN AGUSTÍN,Localidad,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,PUQUELDÓN,1973,1948,258,260,240,218,223,266,295,295,289,283,267,230,186,192,145,119,72,56,27,8,5,6,7,912,2801,164,189,257,396,366,894,288,484,171,659,1251,692,3,0,2,0,0,1,0,1,552,1231,3,0,2,0,0,1,0,1,13,0,0,539,0,0,0,0,0,0,0,0,0,13,1309,99,56,80,185,838,453,141
10207,10207062018,10207062018,TRANQUI,Zona,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,QUEILÉN,2765,2603,377,359,437,297,354,371,352,391,396,403,394,320,269,191,160,127,91,44,35,5,7,9,22,1268,3816,246,293,373,486,556,1211,432,669,191,870,2752,1116,7,0,0,0,0,1,0,1,1627,2726,7,0,0,0,0,1,0,1,17,0,0,1610,0,0,1,0,1,0,0,0,0,15,1872,129,112,165,275,907,493,300
10208,10208102004,10208102004,YERBA LOZA,Zona,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,QUELLÓN,13647,13283,2395,2262,2024,1777,1991,2491,2276,2046,1935,1993,1727,1309,890,633,492,343,175,120,51,209,97,48,59,7316,17619,1358,1749,1927,2688,2533,7019,2142,1913,978,3833,13099,5572,32,6,1,7,2,14,13,5,7447,12765,32,6,1,7,2,14,13,5,254,0,1,7192,0,1,8,2,2,1,0,10,0,230,11344,370,653,1082,1311,3025,1317,1035
10209,10209092016,10209092016,VOIGUE,Zona,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,QUEMCHI,4296,4036,524,580,584,469,481,547,514,601,658,652,596,499,415,354,310,241,166,100,41,17,10,9,39,1867,5846,343,384,440,756,734,1981,603,1118,296,1377,3118,1809,6,1,0,0,0,0,1,3,1298,3014,6,1,0,0,0,0,1,3,93,0,0,1205,0,0,0,0,0,0,0,0,0,93,2903,304,134,195,321,1559,897,246
10210,10210102016,10210102016,TEUQUELÍN,Zona,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,QUINCHAO,3933,4142,511,577,609,474,445,536,572,570,635,599,532,457,413,369,320,188,133,88,47,28,10,4,15,1919,5678,306,393,494,755,843,1955,738,986,324,1041,4017,1429,9,2,0,5,2,3,3,1,2563,3901,9,2,0,5,2,3,3,1,91,0,2,2470,0,0,4,0,1,0,0,0,0,86,2528,415,166,179,377,1701,715,235
10301,10301192051,10301192051,TRINQUICAHUÍN,Zona,10,REGIÓN DE LOS LAGOS,103,OSORNO,OSORNO,75007,81942,12196,11155,10737,11393,11650,12397,11365,10637,11402,10642,10407,8966,6968,5562,4287,3189,2134,1242,620,757,298,308,279,47494,99817,6251,10031,11591,19128,16926,45716,14213,9137,4698,14092,46452,43637,153,30,16,17,10,41,39,5,2504,45103,153,30,16,17,10,41,39,5,1038,2,8,1455,1,0,2,7,5,16,38,7,0,963,65247,1309,2528,5008,13034,16019,14369,4860
10302,10302042043,10302042043,ÑADI PAULLÍN,Zona,10,REGIÓN DE LOS LAGOS,103,OSORNO,PUERTO OCTAY,4718,4277,660,618,592,643,636,616,524,559,610,676,734,583,502,342,278,228,113,55,26,57,21,14,25,2194,6036,485,438,647,978,836,2260,627,664,390,1353,2971,2806,4,2,0,4,0,5,0,1,149,2875,4,2,0,4,0,5,0,1,80,0,1,67,1,0,0,0,0,1,0,0,0,79,3457,163,176,202,563,1434,824,256
10303,10303082043,10303082043,ÑANCUAN,Zona,10,REGIÓN DE LOS LAGOS,103,OSORNO,PURRANQUE,9969,10385,1575,1416,1383,1387,1394,1404,1149,1156,1335,1480,1480,1318,1043,898,721,552,368,216,79,57,20,28,32,5808,13067,1035,1255,1506,2282,2218,5129,1617,1512,749,2433,5599,5329,6,6,0,7,2,12,1,0,236,5467,6,6,0,7,2,12,1,0,98,0,1,137,0,0,1,0,0,0,1,0,0,96,7472,262,293,529,1586,2776,2361,608
10304,10304042901,10304042901,ÑILQUE,Zona,10,REGIÓN DE LOS LAGOS,103,OSORNO,PUYEHUE,5956,5706,822,763,794,972,745,715,702,697,855,844,885,743,594,525,400,285,168,113,40,57,20,14,15,3225,7445,604,593,824,1381,1155,3109,702,714,469,1529,3870,3690,4,8,0,0,0,0,0,1,167,3768,4,8,0,0,0,0,0,1,89,0,0,78,0,0,0,0,0,0,2,0,0,87,4133,183,207,269,775,1942,1123,493
10305,10305062039,10305062039,ÑANCUÁN,Zona,10,REGIÓN DE LOS LAGOS,103,OSORNO,RÍO NEGRO,7047,7032,1014,972,999,997,863,886,825,776,921,1033,1034,950,790,681,508,379,240,147,64,25,12,8,13,4045,8962,749,754,1136,1737,1351,3541,917,1039,479,1836,4883,4584,11,4,0,2,0,5,1,1,275,4765,11,4,0,2,0,5,1,1,94,0,2,174,5,0,0,1,0,6,0,0,0,87,4889,266,222,352,1122,2171,1632,418
10306,10306052901,10306052901,TRUFÚN,Zona,10,REGIÓN DE LOS LAGOS,103,OSORNO,SAN JUAN DE LA COSTA,4011,3501,430,492,488,397,399,334,393,538,614,553,585,542,453,427,317,251,183,84,32,10,3,10,6,1730,4927,568,305,557,745,755,1642,465,629,266,1087,5855,5110,8,0,0,1,0,0,1,0,735,5796,8,0,0,1,0,0,1,0,49,3,2,681,0,0,0,0,0,1,0,0,0,48,2337,542,94,119,360,1444,868,205
10307,10307122044,10307122044,VAQUERÍA,Zona,10,REGIÓN DE LOS LAGOS,103,OSORNO,SAN PABLO,4975,5046,694,677,665,622,619,561,556,604,670,711,812,643,645,471,407,302,192,122,48,24,12,10,17,2543,6629,550,522,754,1112,1009,2553,679,737,379,1266,4285,3717,2,3,1,1,0,7,0,1,553,4195,2,3,1,1,0,7,0,1,75,0,0,478,0,0,1,0,0,0,0,0,0,74,3466,288,149,208,644,1619,1166,328
10401,10401092027,10401092027,YELCHO CHICO,Zona,10,REGIÓN DE LOS LAGOS,104,PALENA,CHAITÉN,3013,2054,302,308,330,245,293,457,381,441,457,433,367,319,268,154,136,82,56,27,11,52,8,16,17,962,3771,248,193,331,566,484,1415,428,349,152,811,1337,1117,7,2,0,1,1,3,6,5,195,1300,7,2,0,1,1,3,6,5,12,1,10,172,0,0,2,0,0,0,0,0,0,10,2423,157,154,85,179,706,295,132
10402,10402032009,10402032009,RÍO CHICO,Zona,10,REGIÓN DE LOS LAGOS,104,PALENA,FUTALEUFÚ,1359,1237,189,169,141,129,188,230,217,192,192,203,190,148,107,100,75,66,33,16,11,71,38,32,34,579,1814,141,138,163,284,259,738,241,151,74,345,483,448,3,0,0,0,3,2,1,2,24,464,3,0,0,0,3,2,1,2,8,0,3,13,0,0,0,0,0,0,1,0,0,7,1260,99,64,40,103,279,165,68
10403,10403062025,10403062025,VODUDAHUE,Zona,10,REGIÓN DE LOS LAGOS,104,PALENA,HUALAIHUÉ,4695,4237,672,692,748,488,510,643,672,640,683,716,641,496,408,327,239,157,105,71,24,24,3,6,13,2358,5979,453,544,614,924,865,2363,722,713,361,1185,3108,2878,2,0,2,0,0,2,5,9,210,3039,2,0,2,0,0,2,5,9,49,1,1,159,0,0,0,0,0,0,0,0,0,49,3352,209,188,224,392,1450,732,300
10404,10404042012,10404042012,VALLE CALIFORNIA,Zona,10,REGIÓN DE LOS LAGOS,104,PALENA,PALENA,866,815,104,101,119,75,90,139,112,112,126,113,137,99,112,76,67,39,30,15,15,35,5,7,21,372,1228,66,94,137,188,156,451,162,110,56,247,325,305,1,2,0,0,0,0,0,0,17,313,1,2,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,9,736,68,21,32,69,267,136,45
11101,11101132011,11101132011,ÑIREGUAO,Zona,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,111,COYHAIQUE,COYHAIQUE,28602,28915,5167,4731,4461,4303,3549,4623,4404,4498,4198,3790,3508,3134,2452,1675,1217,829,545,303,130,572,264,178,291,18423,35737,2251,4606,4397,7215,5565,15865,5734,3174,1782,5364,14728,13367,90,10,12,30,5,33,47,23,1111,13994,90,10,12,30,5,33,47,23,484,0,10,616,1,0,11,6,103,19,4,8,0,333,26965,632,1420,1261,4022,4390,3167,1492
11102,11102052002,11102052002,RÍO FIGUEROA,Localidad,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,111,COYHAIQUE,LAGO VERDE,492,358,51,57,52,29,49,73,57,48,62,70,76,60,59,41,27,19,10,8,2,4,3,2,15,177,575,74,44,53,85,65,246,66,43,25,130,229,218,0,0,0,0,1,3,0,0,7,221,0,0,0,0,1,3,0,0,4,0,0,3,0,0,0,0,2,0,0,0,0,2,430,36,26,22,23,79,49,23
11201,11201072901,11201072901,VIVIANA SUR,Zona,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,112,AYSÉN,AYSÉN,12661,11231,2056,2048,1817,1523,1556,2149,1895,1827,1728,1600,1647,1261,881,678,489,376,201,101,59,162,85,58,78,7097,15373,1046,1853,1807,2810,2311,6760,1920,1332,825,2787,8057,7474,40,5,3,17,3,21,35,3,456,7753,40,5,3,17,3,21,35,3,177,3,0,276,0,0,15,8,13,3,2,0,0,136,10514,291,832,749,1379,2177,1297,802
11202,11202062010,11202062010,SENO GALA,Zona,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,112,AYSÉN,CISNES,3827,2565,450,448,401,258,438,668,617,559,519,547,477,345,249,162,110,62,46,29,7,35,10,18,28,1461,4583,227,405,482,724,605,1757,579,310,210,946,1995,1837,12,8,3,0,0,5,6,5,119,1911,12,8,3,0,0,5,6,5,45,1,0,73,0,0,2,0,9,0,0,1,0,33,3419,153,290,122,221,514,214,153
11203,11203012901,11203012901,REPOLLAL,Zona,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,112,AYSÉN,GUAITECAS,799,668,118,121,118,79,97,133,134,134,107,111,91,63,56,42,22,28,6,4,3,11,3,1,0,416,964,67,117,97,136,121,375,125,75,73,264,800,727,4,1,0,1,0,0,1,0,66,776,4,1,0,1,0,0,1,0,17,4,0,45,0,0,5,0,0,3,0,2,0,7,648,22,56,70,62,129,61,75
11301,11301072901,11301072901,VALLE CHACABUCO,Zona,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,113,CAPITÁN PRAT,COCHRANE,1859,1579,279,266,233,226,259,292,310,271,241,223,195,183,161,87,80,72,36,14,10,19,7,10,22,924,2159,227,269,231,399,303,956,277,163,90,382,653,595,1,0,0,0,0,0,4,0,53,624,1,0,0,0,0,0,4,0,24,0,1,27,1,0,2,0,4,1,0,0,0,17,1719,73,78,53,142,269,166,89
11302,11302042005,11302042005,VILLA O'HIGGINS,Localidad,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,113,CAPITÁN PRAT,O'HIGGINS,370,251,55,55,28,12,41,97,58,41,49,45,34,46,22,16,12,4,3,2,1,21,1,0,2,167,397,36,54,29,66,52,187,57,31,17,74,180,154,1,0,0,3,1,0,2,0,19,160,1,0,0,3,1,0,2,0,13,0,1,5,0,0,0,0,10,1,0,0,0,2,356,25,26,14,5,26,15,11
11303,11303012901,11303012901,VENTISQUERO JORGE MONTT,Localidad,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,113,CAPITÁN PRAT,TORTEL,285,238,58,39,31,12,43,50,54,44,39,45,35,28,11,15,11,1,5,1,1,1,0,0,2,134,321,47,53,21,53,34,157,37,15,8,70,201,179,1,0,0,0,0,1,4,1,15,186,1,0,0,0,0,1,4,1,8,0,0,7,0,0,0,0,1,0,1,0,0,6,281,13,15,5,7,25,9,14
11401,11401052901,11401052901,RÍO SOLER,Zona,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,114,GENERAL CARRERA,CHILE CHICO,2556,2276,343,357,317,214,278,358,444,340,343,351,354,342,266,171,130,118,63,29,14,90,35,27,24,1145,3293,223,276,330,554,493,1254,413,309,146,596,1168,1064,9,1,0,1,1,5,10,2,75,1080,9,1,0,1,1,5,10,2,59,0,2,14,0,0,0,0,25,2,3,1,0,28,2206,133,149,95,194,455,349,163
11402,11402072024,11402072024,VALLE RÍO EXPLORADORES,Localidad,11,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,114,GENERAL CARRERA,RÍO IBÁÑEZ,1426,1209,182,157,161,84,154,244,205,158,182,181,204,173,184,127,92,66,40,29,12,30,5,5,25,558,1835,176,162,208,319,226,614,234,148,72,394,760,697,2,0,0,0,0,2,6,2,51,707,2,0,0,0,0,2,6,2,41,0,0,10,0,0,0,1,23,0,3,0,0,14,1155,142,65,54,83,337,176,91
12101,12101152004,12101152004,SENO OTWAY,Zona,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,PUNTA ARENAS,63994,65069,9386,8605,8431,9897,9023,10084,9945,9328,8985,8329,8763,8242,6246,4630,3608,2518,1671,894,478,1909,493,376,616,37385,86316,3428,8341,9569,17320,13644,40024,13986,7658,3118,9187,28261,22784,117,29,13,36,16,108,647,192,4319,26407,117,29,13,36,16,108,647,192,696,1,7,3610,5,1,4,52,17,43,11,10,0,558,60804,748,3317,2971,10010,10733,10453,3821
12102,12102012901,12102012901,VILLA TEHUELCHES,Localidad,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,LAGUNA BLANCA,191,83,14,10,24,9,15,16,21,17,21,22,37,19,21,16,7,3,2,0,0,0,1,0,1,55,207,8,11,11,30,25,75,31,25,14,42,64,60,0,0,0,0,0,0,0,0,4,63,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,190,5,5,1,5,15,4,0
12103,12103022901,12103022901,SURGIDERO FURIA,Localidad,12,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,121,MAGALLANES,RÍO VERDE,522,95,6,5,3,14,57,78,93,66,66,65,55,44,39,14,6,5,0,1,0,4,1,2,7,41,567,5,3,39,101,61,236,59,37,14,59,145,111,3,0,0,0,0,0,2,0,29,138,3,0,0,0,0,0,2,0,2,0,0,27,0,0,0,0,0,0,0,0,0,2,474,5,110,3,2,6,2,1
